src,tgt,path_length,type
RPL18A,SNRPG,1,direct
RNASEH2C,SLC1A5,1,direct
CHMP1A,XAB2,0,no_path
ORC6,SKA3,1,direct
CD2BP2,DDX41,-1,reversed-1
EIF2S3,ATP6V0C,-1,reversed-1
DPM2,GAK,2,hop-2
NUTF2,SBDS,-1,reversed-1
WAC,PTCD3,-1,reversed-1
SLU7,CBX1,2,hop-2
ABT1,LSM10,-1,reversed-1
MRPL21,PSMA5,-1,reversed-1
MRGBP,MARS,2,hop-2
HSPD1,SART1,1,direct
MRTO4,MED17,2,hop-2
NAT10,KIN,2,hop-2
KIF4A,NEPRO,1,direct
HSPE1,GPS1,1,direct
PAF1,COG2,1,direct
CPSF4,HMGCS1,0,no_path
MYCBP,ZMAT5,2,hop-2
RPL35,POLR3E,1,direct
EIF4G1,POLR3E,2,hop-2
SRFBP1,RPUSD4,-1,reversed-1
CDC20,CBX1,1,direct
DDX24,ARMC6,2,hop-2
CD2BP2,RPE,-2,reversed-2
PTMA,PSME1,2,hop-2
POLR2B,SEC61G,-1,reversed-1
PSMB1,MED21,1,direct
ZC3H8,CENPH,-1,reversed-1
ZNRD1,MARS,1,direct
CIAO1,CCP110,0,no_path
USP8,SKA3,-4,reversed-4
RNF8,WBP1L,0,no_path
MARS,MRPS28,-3,reversed-3
SARS2,MRPL38,-1,reversed-1
TRA2B,PSMG1,1,direct
ASF1B,CPSF6,-2,reversed-2
SEC61G,CENPH,1,direct
HSPE1,CD2BP2,1,direct
MRGBP,ZNRD1,1,direct
TRAIP,RPAP1,0,no_path
USP7,TRAIP,0,no_path
RSL24D1,RPUSD4,1,direct
CCDC174,PPP1CB,1,direct
POLR2E,LSM10,-1,reversed-1
MRPS11,USP5,2,hop-2
TBCC,MOCS3,0,no_path
RPL10A,MOCS3,1,direct
DDX41,DHODH,2,hop-2
SRSF6,NFS1,0,no_path
URM1,FIP1L1,1,direct
SUPT5H,TMA16,-2,reversed-2
DDX19A,SDHA,-1,reversed-1
NAT10,SMC6,1,direct
MRPL4,ARF4,-1,reversed-1
MRTO4,CENPH,1,direct
GTF2H3,TRIAP1,1,direct
NELFE,TRIAP1,-1,reversed-1
RBBP5,SUPT5H,-1,reversed-1
PSMB1,PSMB2,1,direct
GUK1,NUP54,2,hop-2
SLU7,SCFD1,1,direct
INCENP,MRGBP,-2,reversed-2
SLC1A5,WBP1L,0,no_path
NDUFA2,CTU2,1,direct
PSMA5,MRPS28,1,direct
NELFA,WAC,-1,reversed-1
NAT10,PSMA1,1,direct
FBL,NUP214,-1,reversed-1
RNF8,EIF2S3,-1,reversed-1
XRCC5,TRAIP,1,direct
ARF4,WDR26,1,direct
RPL7A,PPP1CB,1,direct
ATP6V0C,SRP14,1,direct
PSMC4,CBX1,2,hop-2
METAP2,DHODH,2,hop-2
NEPRO,POLR1C,2,hop-2
TRMT6,PREB,-3,reversed-3
SRFBP1,MYCBP,-1,reversed-1
TMX2,ARF4,1,direct
CD2BP2,VPS72,1,direct
DPH3,VPS13D,0,no_path
SRSF6,MED1,-1,reversed-1
MMS22L,MED17,2,hop-2
SARS2,ZNF830,0,no_path
EIF2S3,GMPPB,2,hop-2
PSMA1,NFS1,1,direct
NUP54,MRPS28,-1,reversed-1
PSMG1,PALB2,2,hop-2
NOL11,SEC61G,-1,reversed-1
NDUFA2,MRPS11,-1,reversed-1
MRPS11,WDR26,2,hop-2
NFRKB,ARMC6,-1,reversed-1
CCNL1,SRP14,-1,reversed-1
SKA3,TMA16,-1,reversed-1
PSMC4,ANAPC11,1,direct
CCT6A,HSPE1,1,direct
ORC6,HDAC3,1,direct
ILF3,HDAC3,1,direct
BRIX1,PDCD6IP,1,direct
MCM7,SENP6,2,hop-2
SMC6,MED4,1,direct
CCNL1,XPO5,-1,reversed-1
RPL39,ILF3,1,direct
PSMA5,SDHA,1,direct
C7orf26,SBDS,-1,reversed-1
MED21,CENPH,-1,reversed-1
HTATSF1,CYFIP1,-2,reversed-2
VPS13D,CCP110,0,no_path
CCNL1,ATP6V0C,-1,reversed-1
GPS1,VPS72,2,hop-2
PSMB1,MRPL38,1,direct
RBX1,NUTF2,1,direct
GUK1,CCDC174,1,direct
MCM10,ANAPC11,-1,reversed-1
TBCC,GTF2F2,-1,reversed-1
RSL24D1,COG4,2,hop-2
LSM5,NDUFA2,1,direct
HTATSF1,DHODH,2,hop-2
LSM5,MRPS31,-1,reversed-1
COQ5,RPL10A,-1,reversed-1
PSMB2,URM1,1,direct
RPL18A,USP7,1,direct
DDX41,HTATSF1,2,hop-2
RPL7A,CCDC174,1,direct
CPSF6,DDX19A,-1,reversed-1
BRIX1,HMGCS1,1,direct
RPL10A,TBCC,1,direct
LSM10,PSMA5,1,direct
CHMP5,FIP1L1,2,hop-2
POLA2,CD2BP2,1,direct
MRPL9,WBP1L,0,no_path
