src,tgt,path_length,type
FIP1L1,CENPH,-1,reversed-1
PPP1R7,TBCC,1,direct
SLC1A5,TRA2B,-2,reversed-2
TRIAP1,NELFE,1,direct
CCT6A,HTATSF1,1,direct
NDUFA2,NFRKB,2,hop-2
PSMG1,XPO5,1,direct
GPS1,CD2BP2,1,direct
MED21,URM1,-2,reversed-2
RPL35A,CCP110,2,hop-2
PSMC4,ELAC2,1,direct
DDX41,SURF6,2,hop-2
PSMA5,POLR2E,1,direct
PSME1,PALB2,0,no_path
WDR18,SBDS,-1,reversed-1
BRCA1,TBCC,2,hop-2
DDX19A,HNRNPR,-1,reversed-1
KIF4A,CIAO1,2,hop-2
ANAPC11,SKA3,1,direct
RPAIN,PALB2,2,hop-2
CDC20,EXOSC1,1,direct
CCT6A,CYC1,1,direct
MCM10,ELAC2,-2,reversed-2
SART1,GTF2F2,-1,reversed-1
PTCD3,NFS1,2,hop-2
RPP38,ZNF317,1,direct
RBX1,SBDS,-1,reversed-1
POLR2B,MRTO4,-1,reversed-1
BRIX1,LSM5,1,direct
PREB,NFS1,0,no_path
TAF2,PSME1,0,no_path
EIF3B,USP8,1,direct
CDC20,MCM10,-1,reversed-1
IFITM2,NUP214,-1,reversed-1
NUP54,POLR2E,-1,reversed-1
METAP2,SURF6,1,direct
EIF2S3,RNASEH2C,1,direct
IFITM2,POLA2,-3,reversed-3
ATP6V0C,EIF2S3,1,direct
ZC3H8,MED17,0,no_path
HSPD1,COQ5,2,hop-2
VPS13D,CIAO1,0,no_path
NUP214,CD2BP2,1,direct
ZMAT5,MYCBP,-2,reversed-2
RPL35A,GATA1,1,direct
MRPL38,CENPH,1,direct
RPS3,MED1,1,direct
BRIX1,DDX24,1,direct
CASP8AP2,MED4,-2,reversed-2
BRCA1,DPM2,-1,reversed-1
MEPCE,WDR18,-1,reversed-1
ROMO1,NOL12,2,hop-2
EIF2S3,XPO5,1,direct
RPL18A,SNRPG,1,direct
RPL35,RPAP1,2,hop-2
SRP14,RNF8,1,direct
RNASEH2C,SLC1A5,1,direct
ABT1,MRGBP,-2,reversed-2
PTCD3,MED1,1,direct
XRCC2,MTOR,1,direct
ORC6,SKA3,1,direct
PSMB1,SARS2,1,direct
RPAP1,XRCC5,-1,reversed-1
ABT1,LSM10,-1,reversed-1
INCENP,RPL7A,-1,reversed-1
MRPL21,PSMA5,-1,reversed-1
ABT1,GUK1,-1,reversed-1
HSPD1,SART1,1,direct
MRTO4,MED17,2,hop-2
NAT10,KIN,2,hop-2
KIF4A,NEPRO,1,direct
HSPE1,GPS1,1,direct
PAF1,COG2,1,direct
CPSF4,HMGCS1,0,no_path
INCENP,HNRNPR,-1,reversed-1
MRGBP,PSMA5,1,direct
RPL18A,VPS13D,2,hop-2
RPL35,POLR3E,1,direct
SRFBP1,RPUSD4,-1,reversed-1
METAP1,RBBP5,0,no_path
RPAIN,PSME1,1,direct
DDX24,ARMC6,2,hop-2
CDC20,CBX1,1,direct
ARF4,USP5,1,direct
PTMA,PSME1,2,hop-2
CYFIP1,NUP214,-1,reversed-1
ZC3H8,CENPH,-1,reversed-1
ZNRD1,MARS,1,direct
CYC1,NUP214,-1,reversed-1
BRIX1,MRPL4,1,direct
USP8,SKA3,-4,reversed-4
RNF8,WBP1L,0,no_path
USP7,TRAIP,0,no_path
HSPE1,CD2BP2,1,direct
BRCA1,RPP38,0,no_path
SEC61G,CENPH,1,direct
MRGBP,ZNRD1,1,direct
YBX1,DPH3,1,direct
DPM2,RPL10A,1,direct
HDAC3,EIF3B,-1,reversed-1
RSL24D1,RPUSD4,1,direct
CCDC174,PPP1CB,1,direct
MRPS11,USP5,2,hop-2
RPL10A,MOCS3,1,direct
ARF4,NDUFA2,-1,reversed-1
DDX41,DHODH,2,hop-2
SRSF6,NFS1,0,no_path
WBP1L,MRPL9,0,no_path
URM1,FIP1L1,1,direct
DDX19A,SDHA,-1,reversed-1
NAT10,SMC6,1,direct
GMPPB,TRA2B,-2,reversed-2
SUPT5H,TMA16,-2,reversed-2
POLR3E,SNRPG,-2,reversed-2
DPH3,SNRPG,1,direct
MRTO4,CENPH,1,direct
RBBP5,SUPT5H,-1,reversed-1
GUK1,NUP54,2,hop-2
INCENP,MRGBP,-2,reversed-2
SLC1A5,WBP1L,0,no_path
NDUFA2,CTU2,1,direct
NELFA,WAC,-1,reversed-1
BRCA1,PPP1R7,-1,reversed-1
DDX19A,CPSF6,1,direct
NAT10,PSMA1,1,direct
FBL,NUP214,-1,reversed-1
GAK,RPL10A,-1,reversed-1
ATP6V0C,RNASEH2C,1,direct
HDAC3,MCM10,-2,reversed-2
RNPS1,GTF2H3,1,direct
ARF4,WDR26,1,direct
RPL7A,PPP1CB,1,direct
PSMC4,CBX1,2,hop-2
METAP2,DHODH,2,hop-2
NEPRO,POLR1C,2,hop-2
RPL35,RPL18A,1,direct
DPH3,VPS13D,0,no_path
ARF4,TMX2,-1,reversed-1
CD2BP2,VPS72,1,direct
DPH3,RPL35A,-1,reversed-1
HNRNPR,GUK1,1,direct
SRSF6,MED1,-1,reversed-1
HDAC3,PSMC4,-1,reversed-1
TMX2,MRPS31,-1,reversed-1
USP5,NFRKB,-2,reversed-2
MARS,CPSF6,-1,reversed-1
EIF2S3,GMPPB,2,hop-2
PSMA1,NFS1,1,direct
NUP54,MRPS28,-1,reversed-1
PSMG1,PALB2,2,hop-2
PALB2,CCNL1,0,no_path
MRPS11,WDR26,2,hop-2
NFRKB,ARMC6,-1,reversed-1
CCT6A,HSPE1,1,direct
WDR18,NUTF2,-1,reversed-1
SKA3,TMA16,-1,reversed-1
MRPS11,TMX2,1,direct
ILF3,HDAC3,1,direct
BRIX1,PDCD6IP,1,direct
MCM7,SENP6,2,hop-2
SMC6,MED4,1,direct
PSMA5,SDHA,1,direct
SRSF6,KIN,0,no_path
C7orf26,SBDS,-1,reversed-1
MED21,CENPH,-1,reversed-1
CDC20,ORC6,-2,reversed-2
RPL39,CDC20,1,direct
VPS13D,CCP110,0,no_path
CEP85,EIF4G1,-2,reversed-2
RNASEH2C,MRPL9,-1,reversed-1
ARF4,LSM5,-1,reversed-1
GPS1,VPS72,2,hop-2
RBX1,NUTF2,1,direct
GUK1,CCDC174,1,direct
MCM10,ANAPC11,-1,reversed-1
SRP14,RAB4A,1,direct
LSM5,NDUFA2,1,direct
HTATSF1,DHODH,2,hop-2
TRIAP1,GTF2H3,-1,reversed-1
LSM5,MRPS31,-1,reversed-1
PSMB2,URM1,1,direct
RPP38,UNC45A,2,hop-2
DDX41,HTATSF1,2,hop-2
EIF2S3,TRA2B,-1,reversed-1
RPL7A,CCDC174,1,direct
BRIX1,HMGCS1,1,direct
RPL10A,TBCC,1,direct
LSM10,PSMA5,1,direct
MMS22L,CENPH,-1,reversed-1
MRPS22,KIN,1,direct
POLA2,CD2BP2,1,direct
