src,tgt,path_length,type
PTMA,TAF2,1,direct
PPP1CB,INCENP,-2,reversed-2
ABT1,ZNRD1,-1,reversed-1
GAK,XAB2,0,no_path
LSM5,ROMO1,1,direct
NUP214,CLASRP,2,hop-2
SNRPG,DPH3,-1,reversed-1
RPE,CYFIP1,-1,reversed-1
MOCS3,ZNF317,0,no_path
LSM10,DDX19A,1,direct
PTMA,SLC1A5,1,direct
SEC61G,FIP1L1,1,direct
RPL18A,DPH3,1,direct
USP5,MRPL24,0,no_path
CEP85,POLR1C,0,no_path
USP7,CEP85,1,direct
FIP1L1,MED21,1,direct
URM1,ZNF830,2,hop-2
FBL,DHODH,1,direct
CEP85,CIAO1,0,no_path
RPS3,NELFA,1,direct
RPL18A,KIF4A,1,direct
USP7,XRCC5,-1,reversed-1
C7orf26,NELFE,1,direct
BOP1,RPE,-2,reversed-2
SARS2,NOL11,-1,reversed-1
SARS2,MTOR,0,no_path
NUTF2,RBX1,-1,reversed-1
PSMC3,SRFBP1,1,direct
ANAPC11,SUPT5H,1,direct
DYNC1H1,PAF1,-2,reversed-2
ROMO1,ARF4,-1,reversed-1
BOP1,FBL,-1,reversed-1
TRAIP,CIAO1,0,no_path
EIF3B,EXOSC1,2,hop-2
RPS3,IARS2,-1,reversed-1
BOP1,VPS72,2,hop-2
MRTO4,MED21,2,hop-2
SMC6,PSMA1,2,hop-2
RPUSD3,RAB4A,2,hop-2
LSM10,MRPL21,1,direct
NEPRO,VPS13D,0,no_path
PSMB1,MTOR,1,direct
DDX24,HMGCS1,2,hop-2
SARS2,PSMB1,-1,reversed-1
EIF2S3,SLC1A5,1,direct
NUTF2,RPUSD4,1,direct
CHMP5,MRTO4,1,direct
ZNF317,COQ5,0,no_path
ASF1B,PPP1CB,1,direct
NUP54,MRGBP,-1,reversed-1
USP5,MRPS31,-2,reversed-2
PREB,PSMA1,-2,reversed-2
TBCC,UNC45A,0,no_path
MRPL4,TMX2,-1,reversed-1
MED1,SMC6,-1,reversed-1
NUTF2,MCM7,1,direct
MRPS22,WAC,-1,reversed-1
MED1,PSMA1,-1,reversed-1
CYC1,HSPE1,1,direct
PSMB2,FIP1L1,1,direct
TAF2,RPAIN,-2,reversed-2
GAK,UNC45A,0,no_path
SRSF6,MRPS22,-2,reversed-2
MRPL24,ARMC6,0,no_path
MRTO4,ZNF830,2,hop-2
CYC1,BOP1,1,direct
ANAPC11,PSMC4,-1,reversed-1
CYFIP1,GPS1,2,hop-2
EIF2S3,MRPL9,1,direct
LSM5,NOL12,1,direct
ASF1B,MARS,-1,reversed-1
URM1,NOL11,1,direct
RPS3,TRMT6,1,direct
RSL24D1,NUTF2,1,direct
MRPL9,RNF8,-1,reversed-1
XAB2,BRCA1,-1,reversed-1
ILF3,MCM10,1,direct
RSL1D1,TRMT6,1,direct
ORC6,MCM10,1,direct
URM1,MTOR,2,hop-2
DHODH,SNAPC5,-2,reversed-2
RPUSD3,PALB2,1,direct
RPL7A,ZNRD1,1,direct
PSMC4,RBBP5,1,direct
USP8,EXOSC1,-3,reversed-3
CTU2,MRPS11,-2,reversed-2
BOP1,IFITM2,3,hop-3
C7orf26,WDR18,2,hop-2
SLU7,SKA3,0,no_path
MRPL38,SEC61G,-1,reversed-1
IFITM2,DHODH,0,no_path
ZNRD1,HNRNPR,-1,reversed-1
CYC1,METAP2,1,direct
CBX1,ELAC2,-1,reversed-1
DDX19A,ZNRD1,-2,reversed-2
CCNL1,TRA2B,-1,reversed-1
RAD9A,SEC61G,-1,reversed-1
CDC20,SKA3,1,direct
RRP12,MOCS3,0,no_path
SLC1A5,RAB4A,0,no_path
ARF4,CTU2,1,direct
CPSF4,NOL12,-1,reversed-1
PSMC3,ZMAT5,1,direct
NUTF2,SENP6,1,direct
CASP8AP2,KIN,-2,reversed-2
CPSF4,NFRKB,-2,reversed-2
NELFE,WDR18,-1,reversed-1
METAP1,EIF3B,-1,reversed-1
WDR26,DDX24,-3,reversed-3
TMX2,CTU2,1,direct
VPS72,CLASRP,0,no_path
RPL39,ELAC2,-1,reversed-1
BRCA1,UNC45A,2,hop-2
GUK1,POLR2E,-1,reversed-1
NOL11,CENPH,-1,reversed-1
LSM10,RPL7A,-1,reversed-1
WDR18,RBX1,-1,reversed-1
HSPE1,NUP214,-1,reversed-1
MEPCE,SBDS,-1,reversed-1
PALB2,RPAIN,-2,reversed-2
RPUSD3,EIF2S3,-1,reversed-1
CD2BP2,GPS1,-1,reversed-1
PDCD6IP,MRPS11,-1,reversed-1
XAB2,MOCS3,0,no_path
DPM2,BRCA1,1,direct
COG4,ZMAT5,0,no_path
RNASEH2C,RAB4A,1,direct
ROMO1,USP5,1,direct
BRIX1,NFRKB,1,direct
DYNC1H1,GTF2F2,-1,reversed-1
WDR26,ARMC6,-3,reversed-3
PSMB2,ZNF830,1,direct
MEPCE,SRFBP1,2,hop-2
RPL39,MCM10,1,direct
BOP1,CYFIP1,-1,reversed-1
GAK,BRCA1,-2,reversed-2
NDUFA2,LSM5,-1,reversed-1
BOP1,DHODH,2,hop-2
RSL24D1,RNPS1,-1,reversed-1
WDR18,RPUSD4,1,direct
ABT1,HNRNPR,-1,reversed-1
SLC1A5,PALB2,1,direct
ANAPC11,TMA16,-1,reversed-1
CASP8AP2,RSL1D1,-1,reversed-1
MED17,MRTO4,-2,reversed-2
POLA2,NUP214,-1,reversed-1
ANAPC11,SLU7,2,hop-2
RPL39,CBX1,1,direct
YBX1,CCP110,1,direct
ZMAT5,WDR18,-2,reversed-2
TRMT6,KDM2A,-2,reversed-2
MRTO4,MTOR,1,direct
CYFIP1,SNAPC5,2,hop-2
CYC1,SNAPC5,1,direct
KDM2A,NELFA,-1,reversed-1
PSMC3,MYCBP,1,direct
MRPL21,MARS,1,direct
POLR1C,CIAO1,1,direct
RSL24D1,GTF2H3,1,direct
RSL1D1,SMC6,1,direct
CPSF4,MRPL24,0,no_path
PSMC3,WDR4,1,direct
GUK1,SDHA,1,direct
ROMO1,DDX24,1,direct
GUK1,CPSF6,1,direct
NUP214,METAP2,1,direct
HSPE1,SURF6,1,direct
MED21,MTOR,0,no_path
SNRPG,POLR1C,0,no_path
PSMB2,ZC3H8,1,direct
MED4,PREB,1,direct
SEC61G,PSMB1,1,direct
ABT1,MRPL21,-1,reversed-1
RNPS1,SBDS,-1,reversed-1
SRP14,RPAIN,1,direct
DPM2,MOCS3,1,direct
NELFE,RBX1,-1,reversed-1
SLU7,RBBP5,1,direct
HNRNPR,MRGBP,-1,reversed-1
PSMC3,MEPCE,1,direct
RSL24D1,PSMC3,-1,reversed-1
RPL18A,CIAO1,1,direct
GAK,MOCS3,0,no_path
MED1,CASP8AP2,2,hop-2
RNPS1,SRFBP1,1,direct
ORC6,EIF3B,-1,reversed-1
ILF3,EIF3B,-1,reversed-1
SNRPG,RPAP1,3,hop-3
COG4,MYCBP,-1,reversed-1
C7orf26,RPUSD4,2,hop-2
TRMT6,NELFA,-2,reversed-2
METAP1,SKA3,-2,reversed-2
PSMA1,MRPS22,-1,reversed-1
BRIX1,MRPL24,1,direct
BOP1,CLASRP,0,no_path
ORC6,EXOSC1,1,direct
ILF3,EXOSC1,1,direct
RPL18A,RPAP1,1,direct
POLR3E,POLR1C,-2,reversed-2
LSM10,MARS,1,direct
POLA2,SURF6,0,no_path
RPUSD3,PSMG1,-1,reversed-1
RNASEH2C,PSME1,1,direct
TRIAP1,SRFBP1,1,direct
POLR3E,CIAO1,-1,reversed-1
NELFE,RPUSD4,2,hop-2
SART1,CHMP1A,0,no_path
YBX1,VPS13D,1,direct
MED4,MRPS22,-1,reversed-1
RSL1D1,STAT5A,1,direct
POLR3E,RPAP1,0,no_path
PTMA,RAB4A,1,direct
HDAC3,RBBP5,0,no_path
COG4,MEPCE,0,no_path
MRPL4,CTU2,1,direct
PSMB2,NOL11,1,direct
RPAIN,XPO5,1,direct
CCT6A,METAP2,1,direct
CTU2,HMGCS1,2,hop-2
DDX24,NOL12,1,direct
RNASEH2C,EIF2S3,-1,reversed-1
CYC1,CCT6A,-1,reversed-1
PSMA5,ZNRD1,1,direct
NUP54,PSMA5,-1,reversed-1
SNRPG,GATA1,1,direct
DDX24,NFRKB,1,direct
SNRPG,EIF4G1,-1,reversed-1
RPL35A,USP7,2,hop-2
MCM10,METAP1,2,hop-2
RPL18A,GATA1,1,direct
CDC20,RPL39,-1,reversed-1
RPL18A,EIF4G1,-2,reversed-2
TRA2B,SRP14,1,direct
DDX41,HSPE1,1,direct
CHMP5,CENPH,1,direct
CYC1,FBL,1,direct
TRA2B,ATP6V0C,1,direct
PSMB2,PSMB1,-1,reversed-1
RSL24D1,ZMAT5,1,direct
CYC1,VPS72,1,direct
BRIX1,NDUFA2,1,direct
BRIX1,MRPS31,1,direct
RPL7A,HNRNPR,-1,reversed-1
DDX41,BOP1,1,direct
GATA1,XRCC5,-1,reversed-1
POLR3E,GATA1,-1,reversed-1
EIF3B,HDAC3,1,direct
POLR3E,EIF4G1,-2,reversed-2
RPL35A,CCP110,2,hop-2
PSMC4,ELAC2,1,direct
DDX19A,HNRNPR,-1,reversed-1
PDCD6IP,HMGCS1,1,direct
SLC1A5,PSMG1,-1,reversed-1
ELAC2,HDAC3,2,hop-2
CASP8AP2,MED4,-2,reversed-2
DDX41,METAP2,1,direct
ORC6,SKA3,1,direct
ILF3,SKA3,1,direct
NUP54,ASF1B,2,hop-2
NAT10,KIN,2,hop-2
RPL7A,MRPL21,1,direct
METAP1,RBBP5,0,no_path
PTMA,PSME1,2,hop-2
POLR2B,SEC61G,-1,reversed-1
CIAO1,CCP110,0,no_path
ZNRD1,MARS,1,direct
BRIX1,MRPL4,1,direct
USP7,TRAIP,0,no_path
RPL10A,MOCS3,1,direct
SUPT5H,TMA16,-2,reversed-2
MRPL4,ARF4,-1,reversed-1
SLC1A5,WBP1L,0,no_path
NDUFA2,CTU2,1,direct
PSMC4,CBX1,2,hop-2
DPH3,VPS13D,0,no_path
RPL35A,YBX1,1,direct
RNASEH2C,PSMG1,-1,reversed-1
CD2BP2,VPS72,1,direct
YBX1,CEP85,1,direct
NUP54,MRPS28,-1,reversed-1
NDUFA2,MRPS11,-1,reversed-1
RSL24D1,MYCBP,1,direct
MCM7,SENP6,2,hop-2
CYC1,IFITM2,1,direct
VPS13D,CCP110,0,no_path
KIN,NELFA,-1,reversed-1
CPSF6,POLR2E,-1,reversed-1
ARF4,DDX24,1,direct
