src,tgt,path_length,type
ELAC2,RPL39,1,direct
RPL39,EIF3B,-1,reversed-1
NELFA,KDM2A,1,direct
SUPT5H,RBBP5,1,direct
NDUFA2,WDR26,1,direct
XAB2,MOCS3,0,no_path
GMPPB,RAB4A,0,no_path
RPE,VPS72,2,hop-2
MRPL38,NOL11,1,direct
DPM2,BRCA1,1,direct
HSPD1,ZNF317,1,direct
PSMB1,URM1,1,direct
COG4,ZMAT5,0,no_path
MRPL21,PPP1CB,2,hop-2
USP8,ORC6,-2,reversed-2
CYFIP1,HTATSF1,2,hop-2
CEP85,USP7,-1,reversed-1
RNASEH2C,RAB4A,1,direct
RPUSD4,MEPCE,-1,reversed-1
POLR1C,SNRPG,0,no_path
TBCC,RRP12,0,no_path
SCFD1,SKA3,-2,reversed-2
ABT1,INCENP,1,direct
ROMO1,USP5,1,direct
RPL39,EXOSC1,1,direct
ASF1B,GUK1,-1,reversed-1
MRPL38,MTOR,1,direct
LSM10,MRGBP,-1,reversed-1
TRMT6,MED4,-1,reversed-1
RPS3,WAC,-1,reversed-1
RNASEH2C,SRP14,-1,reversed-1
PDCD6IP,ARMC6,1,direct
MEPCE,SRFBP1,2,hop-2
RAD9A,MTOR,0,no_path
BOP1,CYFIP1,-1,reversed-1
HMGCS1,USP5,-1,reversed-1
PTMA,MRPL9,1,direct
PTCD3,WAC,1,direct
IFITM2,SNAPC5,-2,reversed-2
SARS2,MED17,0,no_path
MRTO4,SARS2,1,direct
MRPS31,NOL12,1,direct
PREB,WAC,-1,reversed-1
MRPS31,BRIX1,-1,reversed-1
SMC6,MRPS22,1,direct
RNASEH2C,ATP6V0C,-1,reversed-1
RPL39,PSMC4,-1,reversed-1
BOP1,DHODH,2,hop-2
DPM2,CHMP1A,1,direct
XRCC2,MMS22L,1,direct
ILF3,METAP1,1,direct
RSL24D1,RNPS1,-1,reversed-1
POLR2E,INCENP,1,direct
WDR18,RPUSD4,1,direct
HSPD1,GAK,1,direct
SEC61G,NOL11,1,direct
TMA16,HDAC3,1,direct
LSM5,CPSF4,1,direct
VPS13D,POLR1C,0,no_path
CPSF4,MRPS11,-2,reversed-2
RSL1D1,IARS2,1,direct
ANAPC11,TMA16,-1,reversed-1
CASP8AP2,RSL1D1,-1,reversed-1
KDM2A,PREB,-2,reversed-2
MED1,WAC,-1,reversed-1
ELAC2,EIF3B,1,direct
ROMO1,TMX2,-1,reversed-1
MRTO4,NOL11,1,direct
DYNC1H1,DPM2,-1,reversed-1
RPL39,CBX1,1,direct
PSMC3,MCM7,1,direct
YBX1,CCP110,1,direct
CPSF6,MARS,1,direct
USP8,METAP1,0,no_path
HMGCS1,WDR26,1,direct
COQ5,BRCA1,-1,reversed-1
RPL7A,MRPS28,1,direct
RPS3,MRPS22,-1,reversed-1
PSMC3,WDR18,1,direct
TRMT6,KDM2A,-2,reversed-2
CPSF4,ARMC6,-1,reversed-1
MRTO4,MTOR,1,direct
MED21,SARS2,0,no_path
CYFIP1,SNAPC5,2,hop-2
GTF2F2,UNC45A,2,hop-2
HSPD1,RPL10A,-1,reversed-1
PSMA5,MRGBP,-1,reversed-1
FBL,METAP2,1,direct
CYC1,SNAPC5,1,direct
MCM7,WDR4,1,direct
PSMC3,MYCBP,1,direct
NELFA,PREB,-1,reversed-1
PTCD3,MRPS22,1,direct
SRP14,RPUSD3,1,direct
RSL1D1,MRPS22,1,direct
USP7,VPS13D,0,no_path
NDUFA2,MRPL4,1,direct
USP7,RPL35A,-2,reversed-2
USP8,SUPT5H,-1,reversed-1
MRPL38,PSMB1,-1,reversed-1
RPL39,ANAPC11,-1,reversed-1
SBDS,GTF2H3,1,direct
NDUFA2,ROMO1,1,direct
ELAC2,MCM10,2,hop-2
PTCD3,SMC6,1,direct
MRPL21,MARS,1,direct
XRCC5,SNRPG,1,direct
COQ5,RRP12,0,no_path
RSL24D1,GTF2H3,1,direct
HSPE1,BOP1,1,direct
POLR2B,ZC3H8,2,hop-2
COG4,GTF2H3,-1,reversed-1
PSMB2,MRTO4,1,direct
POLR2B,CHMP5,-1,reversed-1
MRPL9,CCNL1,2,hop-2
WDR18,MYCBP,-1,reversed-1
TAF2,RNF8,-2,reversed-2
RBX1,MCM7,1,direct
ORC6,TMA16,-1,reversed-1
SCFD1,HDAC3,0,no_path
GUK1,SDHA,1,direct
DYNC1H1,COG2,-1,reversed-1
TRA2B,CCNL1,1,direct
ELAC2,PSMC4,-1,reversed-1
ILF3,TMA16,-1,reversed-1
PSMB1,MED17,1,direct
COG2,DPM2,-2,reversed-2
CCNL1,RPAIN,-2,reversed-2
RPL18A,RPL35A,-1,reversed-1
ROMO1,DDX24,1,direct
EXOSC1,SKA3,-1,reversed-1
COQ5,CHMP1A,0,no_path
RPL7A,SDHA,1,direct
LSM10,NUP54,1,direct
GUK1,CPSF6,1,direct
ORC6,RPL39,-1,reversed-1
RBX1,MYCBP,1,direct
ILF3,RPL39,-1,reversed-1
PTCD3,NAT10,1,direct
RPE,NUP214,-1,reversed-1
RNASEH2C,GMPPB,1,direct
FBL,SNAPC5,1,direct
NUP214,METAP2,1,direct
POLR2B,FIP1L1,1,direct
HSPE1,SURF6,1,direct
MRPL21,ZNRD1,1,direct
RBBP5,SKA3,-3,reversed-3
RPL7A,CPSF6,1,direct
USP8,TMA16,-2,reversed-2
PSMB2,ZC3H8,1,direct
DHODH,FBL,-1,reversed-1
FBL,CLASRP,1,direct
RPAP1,VPS13D,0,no_path
SEC61G,PSMB1,1,direct
NUTF2,SRFBP1,1,direct
ELAC2,CBX1,1,direct
USP8,SLU7,-1,reversed-1
MOCS3,GTF2F2,-2,reversed-2
RNPS1,SBDS,-1,reversed-1
HSPD1,UNC45A,1,direct
MRPL4,NOL12,1,direct
SRP14,RPAIN,1,direct
RPS3,CASP8AP2,1,direct
POLR2B,XRCC2,1,direct
ATP6V0C,RAB4A,2,hop-2
ARF4,NFRKB,1,direct
ANAPC11,HDAC3,1,direct
PTMA,RNF8,-1,reversed-1
MCM10,PSMC4,-2,reversed-2
DPM2,MOCS3,1,direct
RPE,CYFIP1,-1,reversed-1
PSMB1,CENPH,1,direct
USP7,CIAO1,1,direct
SRFBP1,MCM7,-2,reversed-2
PTCD3,CASP8AP2,2,hop-2
NDUFA2,PDCD6IP,1,direct
BRIX1,MRPS11,-1,reversed-1
RRP12,ZNF317,0,no_path
SLU7,RBBP5,1,direct
NOL11,CHMP5,-1,reversed-1
MRPL4,NFRKB,1,direct
HNRNPR,MRGBP,-1,reversed-1
PPP1CB,MARS,-2,reversed-2
SMC6,RSL1D1,-1,reversed-1
MARS,SDHA,-2,reversed-2
HSPE1,METAP2,1,direct
PSMC3,MEPCE,1,direct
NUP214,DHODH,2,hop-2
HNRNPR,LSM10,1,direct
POLR3E,RPL35A,-2,reversed-2
USP8,ELAC2,-1,reversed-1
ATP6V0C,XPO5,2,hop-2
PALB2,MRPL9,-2,reversed-2
PSMC3,RSL24D1,1,direct
PAF1,BRCA1,1,direct
CASP8AP2,PREB,-3,reversed-3
METAP2,VPS72,1,direct
RPL18A,CIAO1,1,direct
RPL35,DPH3,1,direct
NELFA,KIN,1,direct
GAK,MOCS3,0,no_path
RPAP1,TRAIP,0,no_path
PPP1R7,BRCA1,1,direct
RSL24D1,WDR18,1,direct
PSMA5,NUP54,1,direct
MCM10,CBX1,1,direct
COG4,WDR18,-1,reversed-1
TMX2,NFRKB,1,direct
BRIX1,ARMC6,1,direct
KDM2A,MRPS22,-2,reversed-2
ORC6,EIF3B,-1,reversed-1
RNPS1,SRFBP1,1,direct
MYCBP,SBDS,-1,reversed-1
CPSF6,ABT1,-1,reversed-1
ILF3,EIF3B,-1,reversed-1
COG4,MYCBP,-1,reversed-1
WDR26,USP5,-2,reversed-2
PDCD6IP,USP5,1,direct
CYC1,GPS1,1,direct
XRCC2,ZNF830,1,direct
SBDS,WDR4,1,direct
LSM5,ARF4,1,direct
BRIX1,MRPL24,1,direct
PSMA1,MRPS22,-1,reversed-1
BOP1,CLASRP,0,no_path
RPL7A,PSMA5,1,direct
ORC6,EXOSC1,1,direct
ILF3,EXOSC1,1,direct
INCENP,SDHA,-1,reversed-1
RPL10A,GTF2F2,-1,reversed-1
PSMC3,SENP6,1,direct
COG4,WDR4,-2,reversed-2
TBCC,PAF1,-1,reversed-1
CENPH,CHMP5,-1,reversed-1
HSPE1,CYFIP1,-1,reversed-1
MRPL21,ABT1,1,direct
LSM10,MARS,1,direct
KIF4A,CEP85,1,direct
RPL35A,SNRPG,1,direct
XRCC5,USP7,1,direct
CBX1,TMA16,-2,reversed-2
POLA2,SURF6,0,no_path
SART1,BRCA1,-1,reversed-1
LSM5,NFRKB,1,direct
RNASEH2C,PTMA,-1,reversed-1
TAF2,RAB4A,0,no_path
NELFA,RPS3,-1,reversed-1
DPM2,GTF2F2,-1,reversed-1
MRPS31,ARMC6,2,hop-2
USP8,EIF3B,-1,reversed-1
ELAC2,ORC6,2,hop-2
KIN,NFS1,0,no_path
HSPE1,DHODH,1,direct
CYC1,CD2BP2,1,direct
DYNC1H1,ZNF317,0,no_path
CCT6A,BOP1,1,direct
RPL18A,RPL35,-1,reversed-1
RPL35,CEP85,2,hop-2
MED4,IARS2,-1,reversed-1
TRIAP1,SRFBP1,1,direct
ILF3,PSMC4,-1,reversed-1
RPL35A,VPS13D,2,hop-2
RPS3,MED4,1,direct
HMGCS1,PDCD6IP,-1,reversed-1
YBX1,SNRPG,1,direct
MRPS31,MRPL24,1,direct
POLR3E,CIAO1,-1,reversed-1
RBX1,SENP6,1,direct
PDCD6IP,WDR26,1,direct
TRMT6,MED1,-2,reversed-2
ROMO1,HMGCS1,1,direct
PTCD3,MED4,1,direct
NELFA,NAT10,-1,reversed-1
PSMB2,SARS2,1,direct
PREB,MED4,-1,reversed-1
GAK,GTF2F2,-1,reversed-1
CCT6A,SURF6,1,direct
SART1,CHMP1A,0,no_path
MRPS31,CPSF4,1,direct
CPSF6,LSM10,-1,reversed-1
MED17,MTOR,0,no_path
YBX1,VPS13D,1,direct
USP8,PSMC4,-2,reversed-2
RSL1D1,STAT5A,1,direct
ILF3,CBX1,1,direct
HNRNPR,NUP54,1,direct
COG2,ZNF317,0,no_path
PTMA,RAB4A,1,direct
TRMT6,KIN,-1,reversed-1
HNRNPR,PPP1CB,1,direct
MCM10,ORC6,-1,reversed-1
POLR3E,RPAP1,0,no_path
CPSF4,ARF4,-1,reversed-1
RSL24D1,MEPCE,1,direct
SUPT5H,PSMC4,-1,reversed-1
COG4,MEPCE,0,no_path
MRPL4,CTU2,1,direct
MRPL21,GUK1,1,direct
RPP38,DPM2,-1,reversed-1
RPUSD4,MCM7,-1,reversed-1
PPP1CB,ABT1,-2,reversed-2
PSME1,XPO5,0,no_path
RPL39,TMA16,-1,reversed-1
SART1,COQ5,0,no_path
COG4,RSL24D1,-2,reversed-2
SARS2,CHMP5,-2,reversed-2
ORC6,ANAPC11,-1,reversed-1
CDC20,SUPT5H,1,direct
GPS1,SNAPC5,1,direct
HSPE1,HTATSF1,1,direct
RPAIN,XPO5,1,direct
USP5,CTU2,-1,reversed-1
ARF4,MRPS11,-1,reversed-1
CCT6A,METAP2,1,direct
RPL10A,COG2,1,direct
NAT10,KDM2A,1,direct
RPE,DDX41,0,no_path
GPS1,CLASRP,2,hop-2
TBCC,RPP38,-2,reversed-2
RPL10A,RPP38,1,direct
ZNRD1,MRGBP,-1,reversed-1
SCFD1,RBBP5,1,direct
POLR3E,NEPRO,-2,reversed-2
SCFD1,ILF3,-1,reversed-1
POLA2,CYFIP1,-1,reversed-1
BOP1,GPS1,-1,reversed-1
RPL35A,CIAO1,2,hop-2
YBX1,TRAIP,1,direct
DDX24,NOL12,1,direct
RNASEH2C,EIF2S3,-1,reversed-1
MRPL4,MRPS11,-1,reversed-1
MRPL38,URM1,-1,reversed-1
CHMP5,MMS22L,1,direct
SUPT5H,CBX1,1,direct
HSPE1,CYC1,-1,reversed-1
USP7,GATA1,0,no_path
POLR2B,RAD9A,2,hop-2
NELFA,PTCD3,-2,reversed-2
RPP38,XAB2,0,no_path
IFITM2,FBL,-1,reversed-1
XAB2,GAK,0,no_path
ATP6V0C,PALB2,2,hop-2
RAD9A,URM1,-1,reversed-1
CENPH,MMS22L,1,direct
TRMT6,PSMA1,-1,reversed-1
SNRPG,GATA1,1,direct
ARF4,ARMC6,1,direct
PSMC3,RBX1,1,direct
DDX24,NFRKB,1,direct
EIF2S3,RNF8,1,direct
RNASEH2C,RPUSD3,-1,reversed-1
BOP1,CD2BP2,2,hop-2
MEPCE,RNPS1,-1,reversed-1
NUTF2,NELFE,2,hop-2
IFITM2,VPS72,-1,reversed-1
RPL10A,PPP1R7,1,direct
TMX2,MRPS11,-1,reversed-1
LSM10,ABT1,1,direct
WDR18,TRIAP1,-1,reversed-1
RNPS1,C7orf26,1,direct
USP7,DPH3,-1,reversed-1
CCT6A,CYFIP1,-1,reversed-1
FBL,DDX41,1,direct
MCM10,METAP1,2,hop-2
RPL18A,GATA1,1,direct
POLR2B,PSMB1,-1,reversed-1
SRP14,MRPL9,1,direct
NELFA,RSL1D1,-1,reversed-1
ASF1B,POLR2E,-1,reversed-1
ANAPC11,RBBP5,1,direct
CDC20,RPL39,-1,reversed-1
CCT6A,DHODH,1,direct
RPL18A,EIF4G1,-2,reversed-2
PPP1CB,LSM10,-2,reversed-2
ELAC2,TMA16,-1,reversed-1
SRFBP1,ZMAT5,0,no_path
RPL7A,INCENP,1,direct
MCM10,SUPT5H,1,direct
CPSF4,DDX24,-2,reversed-2
ASF1B,INCENP,-1,reversed-1
SMC6,WAC,-1,reversed-1
KIF4A,RPL35A,-2,reversed-2
BRIX1,USP5,1,direct
YBX1,USP7,1,direct
PSMB1,ZC3H8,1,direct
LSM5,MRPS11,-1,reversed-1
GTF2F2,CHMP1A,1,direct
TBCC,BRCA1,-2,reversed-2
PSMB1,CHMP5,-1,reversed-1
RPE,FBL,-1,reversed-1
HNRNPR,MARS,1,direct
ATP6V0C,PTMA,1,direct
RPL35A,NEPRO,1,direct
POLR2B,ZNF830,1,direct
FIP1L1,MED17,1,direct
XRCC5,DPH3,1,direct
CYC1,FBL,1,direct
DDX19A,POLR2E,-2,reversed-2
MRTO4,URM1,-1,reversed-1
RPL39,HDAC3,1,direct
RSL24D1,ZMAT5,1,direct
MEPCE,GTF2H3,-2,reversed-2
PSMA1,STAT5A,2,hop-2
NUTF2,TRIAP1,-1,reversed-1
CYC1,VPS72,1,direct
BRIX1,NDUFA2,1,direct
GUK1,HNRNPR,-1,reversed-1
RPAP1,DPH3,-3,reversed-3
HSPD1,BRCA1,1,direct
ASF1B,RPL7A,-1,reversed-1
LSM5,ARMC6,1,direct
COQ5,RPP38,-1,reversed-1
MRPL21,SDHA,1,direct
NELFA,STAT5A,0,no_path
HNRNPR,ZNRD1,1,direct
RPL7A,HNRNPR,-1,reversed-1
MCM10,TMA16,-2,reversed-2
RPP38,DYNC1H1,2,hop-2
PSMA5,ABT1,1,direct
POLR3E,GATA1,-1,reversed-1
CPSF4,ROMO1,-2,reversed-2
SLU7,EIF3B,-2,reversed-2
NDUFA2,NOL12,1,direct
TBCC,CHMP1A,0,no_path
EIF3B,HDAC3,1,direct
ZNRD1,NUP54,2,hop-2
PSME1,CCNL1,0,no_path
PPP1R7,GTF2F2,-1,reversed-1
POLA2,CYC1,-1,reversed-1
HSPD1,RRP12,1,direct
PPP1R7,PAF1,1,direct
MCM10,RPL39,-1,reversed-1
FIP1L1,CENPH,-1,reversed-1
BRIX1,TMX2,1,direct
WBP1L,SLC1A5,0,no_path
SLC1A5,TRA2B,-2,reversed-2
COQ5,PPP1R7,-1,reversed-1
TRIAP1,NELFE,1,direct
CDC20,EIF3B,-1,reversed-1
NDUFA2,NFRKB,2,hop-2
PSMG1,XPO5,1,direct
CCT6A,HTATSF1,1,direct
GMPPB,TAF2,0,no_path
MED21,URM1,-2,reversed-2
RPL35A,CCP110,2,hop-2
PSMA5,POLR2E,1,direct
METAP2,DDX41,-1,reversed-1
WDR18,SBDS,-1,reversed-1
KIF4A,CIAO1,2,hop-2
ANAPC11,SKA3,1,direct
RSL24D1,RBX1,-1,reversed-1
NOL11,ZNF830,1,direct
RPS3,NFS1,1,direct
